1.0,0.6892882632395576
2.0,0.7421657043684236
3.0,0.7556608057513998
4.0,0.7718808798657566
5.0,0.7929669760222222
6.0,0.795886589126832
7.0,0.8133393888701519
8.0,0.8190488550097306
9.0,0.828456497858309
10.0,0.8304677869756473
11.0,0.8367611755226803
12.0,0.8429248037796438
13.0,0.8500616364280138
14.0,0.8491533121855094
15.0,0.8540193344248437
16.0,0.8579770324719468
17.0,0.8549925387079693
18.0,0.8588853566641781
19.0,0.8543437356914203
20.0,0.86407578033251
21.0,0.8602478427765688
22.0,0.8638811394449476
23.0,0.8655680269321956
24.0,0.8645948225910625
25.0,0.868487640400319
26.0,0.8645299422488023
27.0,0.8687471615334624
28.0,0.8699150070057894
29.0,0.8689418024674308
30.0,0.868747161688149
31.0,0.8704340491753971
32.0,0.87328878224712
33.0,0.8731590216476773
